OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
O03417,03-01-2025,15:30,C0172,Ayeza Shaikh,R71,Veg Spring Rolls,Starter,4,? 220.00, ? 880.00 , ? 162.00 ,? 232.00,The Veg Spring Rolls was a fantastic start to our meal! Perfectly crispy.
O03418,03-01-2025,14:45,C0154,Aasin Shikalkar,R112,Non-Veg Thali,Meal Combo,3,? 440.00," ? 1,320.00 ", ? 322.00 ,? 354.00,Great food! The Non-Veg Thali was delicious and well-prepared.
O03419,03-01-2025,10:00,C0184,Kaif Sayyad,R30,Shahi Paneer,Vegetarian,2,? 400.00, ? 800.00 , ? 281.00 ,? 238.00,A wholesome and delicious Shahi Paneer. The vegetables were so fresh!
O03420,03-01-2025,18:30,C0142,Abdul Rahim Nadaf,R159,Falafel Wrap,Snacks,4,? 130.00, ? 520.00 , ? 102.00 ,? 112.00,A satisfying meal. The Falafel Wrap was a good choice.
O03421,03-01-2025,10:00,C0014,Arman Faruqi,R128,Matar Paneer,Main Course,5,? 340.00," ? 1,700.00 ", ? 263.00 ,? 385.00,It was an average Matar Paneer.
O03422,04-01-2025,10:30,C0131,Aasin Ali,R61,Vegetable Korma,Vegetarian,5,? 320.00," ? 1,600.00 ", ? 243.00 ,? 385.00,Loved the Vegetable Korma! It was a delightful and well-prepared vegetarian meal.
O03423,04-01-2025,22:45,C0180,Isharat Shikalkar,R44,Vada Sambar,Vegetarian,2,? 170.00, ? 340.00 , ? 121.00 ,? 98.00,Loved the Vada Sambar! It was a delightful and well-prepared vegetarian meal.
O03424,04-01-2025,18:30,C0312,Danish Khan,R128,Matar Paneer,Main Course,3,? 340.00," ? 1,020.00 ", ? 263.00 ,? 231.00,Great food! The Matar Paneer was delicious and well-prepared.
O03425,04-01-2025,17:45,C0296,Aariz Sayyad,R42,Masala Dosa,Vegetarian,2,? 180.00, ? 360.00 , ? 138.00 ,? 84.00,Loved the Masala Dosa! It was a delightful and well-prepared vegetarian meal.
O03426,04-01-2025,17:45,C0278,Sultan Shikalkar,R15,Tiramisu,Dessert,2,? 280.00, ? 560.00 , ? 201.00 ,? 158.00,The Tiramisu was fine.
O03427,04-01-2025,11:45,C0050,Dua Sayyad,R167,Veggie Delight Sub,Snacks,1,? 120.00, ? 120.00 , ? 90.00 ,? 30.00,The Veggie Delight Sub met my expectations.
O03428,04-01-2025,13:45,C0294,Isharat Sayyad,R117,Vada Pav,Snack,1,? 120.00, ? 120.00 , ? 91.00 ,? 29.00,It was an average Vada Pav.
O03429,04-01-2025,14:30,C0202,Moh Saad Shikalkar,R18,Veg Hakka Noodles,Rice & Noodles,1,? 220.00, ? 220.00 , ? 165.00 ,? 55.00,The Veg Hakka Noodles was not what I expected.
O03430,04-01-2025,12:30,C0316,Shamsher Mujawar,R22,Paneer Tikka,Starter,2,? 280.00, ? 560.00 , ? 199.00 ,? 162.00,The Paneer Tikka was okay. It was a standard appetizer.
O03431,05-01-2025,14:00,C0249,Aasiya Mujawar,R7,Butter Chicken,Meat Special,1,? 495.00, ? 495.00 , ? 349.00 ,? 146.00,A satisfying meal. The Butter Chicken was a good choice.
O03432,05-01-2025,16:15,C0294,Isharat Sayyad,R71,Veg Spring Rolls,Starter,5,? 220.00," ? 1,100.00 ", ? 162.00 ,? 290.00,Wasn't very impressed with the Veg Spring Rolls. It lacked flavor.
O03433,05-01-2025,10:30,C0245,Wahaj Taimoor,R141,Chicken Frankie,Street Food,3,? 150.00, ? 450.00 , ? 112.00 ,? 114.00,It was an average Chicken Frankie.
O03434,05-01-2025,22:45,C0049,Aman Khan,R145,Chicken Shawarma,Street Food,4,? 170.00, ? 680.00 , ? 131.00 ,? 156.00,The Chicken Shawarma was not what I expected.
O03435,05-01-2025,15:30,C0112,Shahrukh Sayyad,R55,Jeera Rice,Rice & Noodles,3,? 180.00, ? 540.00 , ? 129.00 ,? 153.00,The Jeera Rice was excellent. Really enjoyed the meal.
O03436,05-01-2025,13:30,C0259,Nikhat Malik,R15,Tiramisu,Dessert,5,? 280.00," ? 1,400.00 ", ? 201.00 ,? 395.00,Great food! The Tiramisu was delicious and well-prepared.
O03437,05-01-2025,17:45,C0166,Nikhat Taimoor,R100,Biryani (Veg),Rice,2,? 320.00, ? 640.00 , ? 251.00 ,? 138.00,The Biryani (Veg) could have been better.
O03438,05-01-2025,21:30,C0022,Aasiya Ali,R52,Bhindi Masala,Vegetarian,5,? 240.00," ? 1,200.00 ", ? 175.00 ,? 325.00,The vegetables in the Bhindi Masala seemed overcooked.
O03439,05-01-2025,14:00,C0326,Aman Sayyad,R44,Vada Sambar,Vegetarian,3,? 170.00, ? 510.00 , ? 121.00 ,? 147.00,The Vada Sambar was a decent vegetarian option.
O03440,05-01-2025,21:15,C0327,Abdul Rahim Mujawar,R59,Veg Pulao,Rice & Noodles,2,? 240.00, ? 480.00 , ? 190.00 ,? 100.00,Great food! The Veg Pulao was delicious and well-prepared.
O03441,05-01-2025,20:30,C0195,Aasin Malik,R53,Baingan Bharta,Vegetarian,4,? 260.00," ? 1,040.00 ", ? 195.00 ,? 260.00,A wholesome and delicious Baingan Bharta. The vegetables were so fresh!
O03442,05-01-2025,21:30,C0269,Aakib Nadaf,R64,Crab Curry,Non-Veg Main,5,? 520.00," ? 2,600.00 ", ? 374.00 ,? 730.00,The Crab Curry was satisfactory.
O03443,06-01-2025,21:30,C0086,Sher Momin,R139,Chicken Sub,Sandwiches,4,? 180.00, ? 720.00 , ? 137.00 ,? 172.00,A satisfying meal. The Chicken Sub was a good choice.
O03444,06-01-2025,16:15,C0277,Shamsher Faruqi,R46,Onion Uttapam,Vegetarian,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,I found the Onion Uttapam to be a bit watery.
O03445,06-01-2025,22:00,C0156,Arman Faruqi,R42,Masala Dosa,Vegetarian,2,? 180.00, ? 360.00 , ? 138.00 ,? 84.00,The Masala Dosa is a great choice for vegetarians. Hearty and full of flavor.
O03446,06-01-2025,19:15,C0148,Aakib Momin,R78,Chicken Schezwan Noodles,Rice & Noodles,3,? 280.00, ? 840.00 , ? 218.00 ,? 186.00,A satisfying meal. The Chicken Schezwan Noodles was a good choice.
O03447,06-01-2025,20:30,C0175,Aasiya Momin,R164,Mutton Seekh Kebab Roll,Snacks,1,? 170.00, ? 170.00 , ? 132.00 ,? 38.00,The Mutton Seekh Kebab Roll was excellent. Really enjoyed the meal.
O03448,06-01-2025,19:00,C0166,Nikhat Taimoor,R148,Egg Sandwich,Sandwiches,5,? 110.00, ? 550.00 , ? 80.00 ,? 150.00,A satisfying meal. The Egg Sandwich was a good choice.
O03449,06-01-2025,14:15,C0246,Aariz Raes,R10,Pepperoni Pizza,Pizza,5,? 368.00," ? 1,840.00 ", ? 283.00 ,? 425.00,A satisfying meal. The Pepperoni Pizza was a good choice.
O03450,06-01-2025,20:00,C0297,Wahaj Ali,R85,Veg Momos,Starter,2,? 180.00, ? 360.00 , ? 138.00 ,? 84.00,The Veg Momos was a fantastic start to our meal! Perfectly crispy.
O03451,06-01-2025,18:15,C0228,Isharat Momin,R5,Mutton Biryani,Rice Meal,5,? 490.00," ? 2,450.00 ", ? 350.00 ,? 700.00,Great food! The Mutton Biryani was delicious and well-prepared.
O03452,06-01-2025,17:00,C0254,Sultan Ali,R124,Chana Masala,Main Course,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,It was an average Chana Masala.
O03453,06-01-2025,12:45,C0141,Arahan Ali,R136,Chicken Kathi Roll,Street Food,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
O03454,07-01-2025,11:30,C0137,Aman Raes,R155,Tuna Melt Sandwich,Snacks,3,? 140.00, ? 420.00 , ? 100.00 ,? 120.00,A satisfying meal. The Tuna Melt Sandwich was a good choice.
O03455,07-01-2025,17:45,C0315,Imran Shaikh,R155,Tuna Melt Sandwich,Snacks,2,? 140.00, ? 280.00 , ? 100.00 ,? 80.00,The Tuna Melt Sandwich was not what I expected.
O03456,07-01-2025,18:00,C0315,Imran Shaikh,R127,Kadhi Pakora,Main Course,3,? 300.00, ? 900.00 , ? 231.00 ,? 207.00,Great food! The Kadhi Pakora was delicious and well-prepared.
O03457,07-01-2025,22:30,C0077,Shahrukh Momin,R48,Egg Curry,Non-Veg Main,5,? 280.00," ? 1,400.00 ", ? 203.00 ,? 385.00,The meat in the Egg Curry was a bit tough and chewy.
O03458,07-01-2025,20:30,C0205,Rihan Taimoor,R153,Paneer Bhurji Sandwich,Snacks,5,? 75.00, ? 375.00 , ? 59.00 ,? 80.00,The Paneer Bhurji Sandwich met my expectations.
O03459,07-01-2025,17:15,C0306,Arman Malik,R71,Veg Spring Rolls,Starter,3,? 220.00, ? 660.00 , ? 162.00 ,? 174.00,The Veg Spring Rolls was simply delicious and fresh. Highly recommended!
O03460,07-01-2025,10:15,C0257,Aman Nadaf,R112,Non-Veg Thali,Meal Combo,4,? 440.00," ? 1,760.00 ", ? 322.00 ,? 472.00,A satisfying meal. The Non-Veg Thali was a good choice.
O03461,07-01-2025,19:45,C0012,Abdul Rahim Malik,R44,Vada Sambar,Vegetarian,3,? 170.00, ? 510.00 , ? 121.00 ,? 147.00,"It was an okay Vada Sambar, but I've had better."
O03462,07-01-2025,14:30,C0091,Aasin Nadaf,R47,Hyderabadi Haleem,Non-Veg Main,2,? 500.00," ? 1,000.00 ", ? 395.00 ,? 210.00,A truly authentic and flavorful Hyderabadi Haleem. It was very satisfying.
O03463,07-01-2025,10:30,C0056,Aasifa Khan,R73,Chili Paneer,Starter,5,? 280.00," ? 1,400.00 ", ? 219.00 ,? 305.00,The Chili Paneer was a bit too oily for my liking.
O03464,08-01-2025,18:30,C0203,Isharat Sayyad,R78,Chicken Schezwan Noodles,Rice & Noodles,4,? 280.00," ? 1,120.00 ", ? 218.00 ,? 248.00,Great food! The Chicken Schezwan Noodles was delicious and well-prepared.
O03465,08-01-2025,20:00,C0231,Danish Momin,R88,Fried Momos (Veg),Starter,2,? 200.00, ? 400.00 , ? 141.00 ,? 118.00,Absolutely loved the Fried Momos (Veg)! It was the perfect appetizer to get us started.
O03466,08-01-2025,15:45,C0310,Ayeza Faruqi,R100,Biryani (Veg),Rice,5,? 320.00," ? 1,600.00 ", ? 251.00 ,? 345.00,A satisfying meal. The Biryani (Veg) was a good choice.
O03467,08-01-2025,18:45,C0015,Kaif Taimoor,R110,Seekh Kebab,Starter,1,? 400.00, ? 400.00 , ? 282.00 ,? 118.00,The Seekh Kebab was simply delicious and fresh. Highly recommended!
O03468,08-01-2025,18:45,C0010,Kaif Azam,R83,Veg Clear Soup,Starter,1,? 120.00, ? 120.00 , ? 84.00 ,? 36.00,The Veg Clear Soup was simply delicious and fresh. Highly recommended!
O03469,08-01-2025,14:15,C0295,Sultan Taimoor,R67,Veg Manchurian,Starter,3,? 240.00, ? 720.00 , ? 169.00 ,? 213.00,The Veg Manchurian was simply delicious and fresh. Highly recommended!
O03470,08-01-2025,14:45,C0187,Aasin Nadaf,R160,Chicken Caesar Wrap,Snacks,4,? 150.00, ? 600.00 , ? 109.00 ,? 164.00,A satisfying meal. The Chicken Caesar Wrap was a good choice.
O03471,08-01-2025,13:30,C0149,Aariz Nadaf,R7,Butter Chicken,Meat Special,5,? 495.00," ? 2,475.00 ", ? 349.00 ,? 730.00,A satisfying meal. The Butter Chicken was a good choice.
O03472,08-01-2025,12:45,C0200,Aariz Taimoor,R142,Paneer Burger,Fast Food,1,? 140.00, ? 140.00 , ? 110.00 ,? 30.00,The Paneer Burger was not what I expected.
O03473,08-01-2025,17:15,C0086,Sher Momin,R147,Paneer Sandwich,Sandwiches,1,? 120.00, ? 120.00 , ? 84.00 ,? 36.00,A satisfying meal. The Paneer Sandwich was a good choice.
O03474,08-01-2025,21:00,C0210,Sultan Nadaf,R57,Chicken Tikka Masala,Non-Veg Main,2,? 480.00, ? 960.00 , ? 373.00 ,? 214.00,A truly authentic and flavorful Chicken Tikka Masala. It was very satisfying.
O03475,08-01-2025,18:45,C0330,Kaif Momin,R19,Chicken Hakka Noodles,Rice & Noodles,5,? 260.00," ? 1,300.00 ", ? 193.00 ,? 335.00,The Chicken Hakka Noodles was not what I expected.
O03476,08-01-2025,21:30,C0028,Aakib Faruqi,R46,Onion Uttapam,Vegetarian,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,The Onion Uttapam is a great choice for vegetarians. Hearty and full of flavor.
O03477,08-01-2025,19:00,C0102,Aasifa Taimoor,R62,Dal Makhani,Vegetarian,5,? 340.00," ? 1,700.00 ", ? 269.00 ,? 355.00,"It was an okay Dal Makhani, but I've had better."
O03478,09-01-2025,18:45,C0180,Isharat Shikalkar,R80,Hot & Sour Soup (Chicken),Starter,3,? 200.00, ? 600.00 , ? 159.00 ,? 123.00,The Hot & Sour Soup (Chicken) was simply delicious and fresh. Highly recommended!
O03479,09-01-2025,13:30,C0190,Rihan Raes,R27,Pasta Arrabbiata,Continental,2,? 300.00, ? 600.00 , ? 215.00 ,? 170.00,The Pasta Arrabbiata met my expectations.
O03480,09-01-2025,14:30,C0217,Nikhat Mujawar,R156,Veg Paneer Wrap,Snacks,3,? 95.00, ? 285.00 , ? 74.00 ,? 63.00,The Veg Paneer Wrap was excellent. Really enjoyed the meal.
O03481,09-01-2025,13:15,C0046,Nikhat Taimoor,R20,Veg Fried Rice,Rice & Noodles,3,? 200.00, ? 600.00 , ? 145.00 ,? 165.00,A satisfying meal. The Veg Fried Rice was a good choice.
O03482,09-01-2025,21:00,C0236,Aakib Khan,R29,Greek Salad,Salad,3,? 260.00, ? 780.00 , ? 197.00 ,? 189.00,A satisfying meal. The Greek Salad was a good choice.
O03483,09-01-2025,17:45,C0181,Aman Khan,R160,Chicken Caesar Wrap,Snacks,5,? 150.00, ? 750.00 , ? 109.00 ,? 205.00,The Chicken Caesar Wrap met my expectations.
O03484,09-01-2025,15:30,C0133,Wahaj Ali,R164,Mutton Seekh Kebab Roll,Snacks,3,? 170.00, ? 510.00 , ? 132.00 ,? 114.00,It was an average Mutton Seekh Kebab Roll.
O03485,09-01-2025,22:30,C0146,Sultan Sayyad,R36,Chole Bhature,Vegetarian,1,? 280.00, ? 280.00 , ? 223.00 ,? 57.00,The Chole Bhature was as expected.
O03486,09-01-2025,13:45,C0259,Nikhat Malik,R44,Vada Sambar,Vegetarian,1,? 170.00, ? 170.00 , ? 121.00 ,? 49.00,The Vada Sambar is a great choice for vegetarians. Hearty and full of flavor.
O03487,09-01-2025,16:00,C0232,Aariz Raes,R117,Vada Pav,Snack,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,Great food! The Vada Pav was delicious and well-prepared.
O03488,09-01-2025,14:30,C0062,Ayeza Nadaf,R88,Fried Momos (Veg),Starter,4,? 200.00, ? 800.00 , ? 141.00 ,? 236.00,Wasn't very impressed with the Fried Momos (Veg). It lacked flavor.
O03489,09-01-2025,17:45,C0078,Arahan Shaikh,R77,Veg Schezwan Noodles,Rice & Noodles,1,? 240.00, ? 240.00 , ? 171.00 ,? 69.00,Great food! The Veg Schezwan Noodles was delicious and well-prepared.
O03490,10-01-2025,10:00,C0211,Moh Saad Faruqi,R59,Veg Pulao,Rice & Noodles,3,? 240.00, ? 720.00 , ? 190.00 ,? 150.00,Great food! The Veg Pulao was delicious and well-prepared.
O03491,10-01-2025,10:45,C0188,Sher Raes,R61,Vegetable Korma,Vegetarian,4,? 320.00," ? 1,280.00 ", ? 243.00 ,? 308.00,The Vegetable Korma was a decent vegetarian option.
O03492,10-01-2025,17:30,C0245,Wahaj Taimoor,R85,Veg Momos,Starter,2,? 180.00, ? 360.00 , ? 138.00 ,? 84.00,Absolutely loved the Veg Momos! It was the perfect appetizer to get us started.
O03493,10-01-2025,21:15,C0020,Rihan Shikalkar,R137,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,I was not a fan of the Veg Wrap.
O03494,10-01-2025,11:30,C0228,Isharat Momin,R47,Hyderabadi Haleem,Non-Veg Main,1,? 500.00, ? 500.00 , ? 395.00 ,? 105.00,The Hyderabadi Haleem was the highlight of our meal. Absolutely delicious!
O03495,10-01-2025,10:15,C0035,Aasifa Shaikh,R76,Schezwan Chicken Fried Rice,Rice & Noodles,5,? 280.00," ? 1,400.00 ", ? 211.00 ,? 345.00,A satisfying meal. The Schezwan Chicken Fried Rice was a good choice.
O03496,10-01-2025,10:45,C0266,Aasifa Sayyad,R2,Mushroom Soup,Starter,5,? 200.00," ? 1,000.00 ", ? 159.00 ,? 205.00,The Mushroom Soup was a fantastic start to our meal! Perfectly crispy.
O03497,10-01-2025,11:45,C0307,Aasiya Mujawar,R138,Veggie Sub,Sandwiches,3,? 150.00, ? 450.00 , ? 105.00 ,? 135.00,A satisfying meal. The Veggie Sub was a good choice.
O03498,11-01-2025,20:45,C0231,Danish Momin,R46,Onion Uttapam,Vegetarian,4,? 160.00, ? 640.00 , ? 112.00 ,? 192.00,The Onion Uttapam is a great choice for vegetarians. Hearty and full of flavor.
O03499,11-01-2025,11:45,C0202,Moh Saad Shikalkar,R137,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,A satisfying meal. The Veg Wrap was a good choice.
O03500,11-01-2025,11:45,C0047,Rihan Sayyad,R84,Chicken Clear Soup,Starter,5,? 160.00, ? 800.00 , ? 125.00 ,? 175.00,The Chicken Clear Soup was okay. It was a standard appetizer.
O03501,11-01-2025,14:15,C0291,Aman Faruqi,R120,Pani Puri,Snack,1,? 100.00, ? 100.00 , ? 74.00 ,? 26.00,Great food! The Pani Puri was delicious and well-prepared.
O03502,11-01-2025,11:15,C0296,Aariz Sayyad,R146,Cheese Sandwich,Sandwiches,4,? 100.00, ? 400.00 , ? 72.00 ,? 112.00,It was an average Cheese Sandwich.
O03503,11-01-2025,17:00,C0060,Nikhat Khan,R1,Tomato Soup,Starter,4,? 180.00, ? 720.00 , ? 132.00 ,? 192.00,The Tomato Soup was okay. It was a standard appetizer.
O03504,11-01-2025,15:00,C0110,Danish Momin,R166,Smoked Chicken Sub,Snacks,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,The Smoked Chicken Sub met my expectations.
O03505,12-01-2025,14:00,C0310,Ayeza Faruqi,R53,Baingan Bharta,Vegetarian,2,? 260.00, ? 520.00 , ? 195.00 ,? 130.00,I found the Baingan Bharta to be a bit watery.
O03506,12-01-2025,11:30,C0093,Aakib Raes,R136,Chicken Kathi Roll,Street Food,5,? 160.00, ? 800.00 , ? 112.00 ,? 240.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
O03507,12-01-2025,11:30,C0199,Arman Shaikh,R36,Chole Bhature,Vegetarian,2,? 280.00, ? 560.00 , ? 223.00 ,? 114.00,The vegetables in the Chole Bhature seemed overcooked.
O03508,12-01-2025,21:45,C0196,Arman Taimoor,R29,Greek Salad,Salad,5,? 260.00," ? 1,300.00 ", ? 197.00 ,? 315.00,Great food! The Greek Salad was delicious and well-prepared.
O03509,12-01-2025,20:00,C0095,Aakib Azam,R57,Chicken Tikka Masala,Non-Veg Main,5,? 480.00," ? 2,400.00 ", ? 373.00 ,? 535.00,The Chicken Tikka Masala was satisfactory.
O03510,13-01-2025,11:45,C0213,Aakib Ali,R16,Ice Cream Sundae,Dessert,4,? 200.00, ? 800.00 , ? 143.00 ,? 228.00,Great food! The Ice Cream Sundae was delicious and well-prepared.
O03511,13-01-2025,21:15,C0277,Shamsher Faruqi,R28,Caesar Salad,Salad,2,? 280.00, ? 560.00 , ? 210.00 ,? 140.00,Great food! The Caesar Salad was delicious and well-prepared.
O03512,13-01-2025,22:45,C0024,Aman Momin,R20,Veg Fried Rice,Rice & Noodles,4,? 200.00, ? 800.00 , ? 145.00 ,? 220.00,The Veg Fried Rice could have been better.
O03513,13-01-2025,16:30,C0115,Aasifa Nadaf,R146,Cheese Sandwich,Sandwiches,5,? 100.00, ? 500.00 , ? 72.00 ,? 140.00,The Cheese Sandwich was excellent. Really enjoyed the meal.
O03514,13-01-2025,11:45,C0211,Moh Saad Faruqi,R4,Chicken Biryani,Rice Meal,3,? 440.00," ? 1,320.00 ", ? 334.00 ,? 318.00,A satisfying meal. The Chicken Biryani was a good choice.
O03515,13-01-2025,12:30,C0026,Imran Shikalkar,R67,Veg Manchurian,Starter,2,? 240.00, ? 480.00 , ? 169.00 ,? 142.00,The Veg Manchurian was a bit too oily for my liking.
O03516,13-01-2025,16:30,C0284,Sher Shaikh,R158,Cheese Garlic Bread,Breads,4,? 110.00, ? 440.00 , ? 85.00 ,? 100.00,A satisfying meal. The Cheese Garlic Bread was a good choice.
O03517,13-01-2025,22:45,C0241,Shamsher Faruqi,R140,Paneer Frankie,Street Food,5,? 130.00, ? 650.00 , ? 95.00 ,? 175.00,Great food! The Paneer Frankie was delicious and well-prepared.
O03518,13-01-2025,11:15,C0193,Anis Nadaf,R80,Hot & Sour Soup (Chicken),Starter,4,? 200.00, ? 800.00 , ? 159.00 ,? 164.00,The Hot & Sour Soup (Chicken) was cold when it arrived at our table.
O03519,13-01-2025,12:45,C0328,Isharat Khan,R163,Corn & Cheese Sandwich,Snacks,4,? 90.00, ? 360.00 , ? 66.00 ,? 96.00,Great food! The Corn & Cheese Sandwich was delicious and well-prepared.
O03520,13-01-2025,12:15,C0179,Arman Malik,R131,Butter Naan,Breads,3,? 60.00, ? 180.00 , ? 45.00 ,? 45.00,The Butter Naan was excellent. Really enjoyed the meal.
O03521,14-01-2025,17:15,C0240,Sultan Ali,R4,Chicken Biryani,Rice Meal,5,? 440.00," ? 2,200.00 ", ? 334.00 ,? 530.00,The Chicken Biryani met my expectations.
O03522,14-01-2025,19:45,C0112,Shahrukh Sayyad,R12,Veggie Burger,Burger,2,? 250.00, ? 500.00 , ? 199.00 ,? 102.00,Great food! The Veggie Burger was delicious and well-prepared.
O03523,14-01-2025,18:00,C0279,Arman Taimoor,R9,Palak Paneer,Vegetarian,2,? 360.00, ? 720.00 , ? 273.00 ,? 174.00,The Palak Paneer was bland and needed more seasoning.
O03524,14-01-2025,17:15,C0117,Shamsher Ali,R4,Chicken Biryani,Rice Meal,2,? 440.00, ? 880.00 , ? 334.00 ,? 212.00,The Chicken Biryani was fine.
O03525,14-01-2025,10:00,C0262,Nikhat Faruqi,R38,Biryani Veg,Rice & Noodles,4,? 320.00," ? 1,280.00 ", ? 233.00 ,? 348.00,The Biryani Veg was not what I expected.
O03526,14-01-2025,19:15,C0323,Wahaj Ali,R56,Tandoori Chicken,Non-Veg Main,1,? 460.00, ? 460.00 , ? 366.00 ,? 94.00,A truly authentic and flavorful Tandoori Chicken. It was very satisfying.
O03527,14-01-2025,12:30,C0171,Aman Azam,R67,Veg Manchurian,Starter,5,? 240.00," ? 1,200.00 ", ? 169.00 ,? 355.00,The Veg Manchurian was a bit too oily for my liking.
O03528,14-01-2025,17:45,C0324,Aasifa Faruqi,R67,Veg Manchurian,Starter,5,? 240.00," ? 1,200.00 ", ? 169.00 ,? 355.00,The Veg Manchurian was a fantastic start to our meal! Perfectly crispy.
O03529,14-01-2025,17:00,C0050,Dua Sayyad,R145,Chicken Shawarma,Street Food,4,? 170.00, ? 680.00 , ? 131.00 ,? 156.00,A satisfying meal. The Chicken Shawarma was a good choice.
O03530,14-01-2025,15:45,C0228,Isharat Momin,R137,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,The Veg Wrap was excellent. Really enjoyed the meal.
O03531,14-01-2025,21:45,C0108,Arman Azam,R53,Baingan Bharta,Vegetarian,2,? 260.00, ? 520.00 , ? 195.00 ,? 130.00,A wholesome and delicious Baingan Bharta. The vegetables were so fresh!
O03532,14-01-2025,16:15,C0251,Aakib Khan,R139,Chicken Sub,Sandwiches,3,? 180.00, ? 540.00 , ? 137.00 ,? 129.00,The Chicken Sub was excellent. Really enjoyed the meal.
O03533,15-01-2025,22:00,C0186,Aariz Khan,R76,Schezwan Chicken Fried Rice,Rice & Noodles,1,? 280.00, ? 280.00 , ? 211.00 ,? 69.00,The Schezwan Chicken Fried Rice was not what I expected.
O03534,15-01-2025,11:15,C0014,Arman Faruqi,R20,Veg Fried Rice,Rice & Noodles,3,? 200.00, ? 600.00 , ? 145.00 ,? 165.00,The Veg Fried Rice was excellent. Really enjoyed the meal.
O03535,15-01-2025,22:15,C0300,Dua Azam,R152,Chicken Kathi Roll,Snacks,2,? 120.00, ? 240.00 , ? 91.00 ,? 58.00,The Chicken Kathi Roll was excellent. Really enjoyed the meal.
O03536,15-01-2025,18:45,C0020,Rihan Shikalkar,R103,Fish Curry (Goan),Main Course,2,? 380.00, ? 760.00 , ? 289.00 ,? 182.00,The Fish Curry (Goan) was excellent. Really enjoyed the meal.
O03537,15-01-2025,13:45,C0137,Aman Raes,R61,Vegetable Korma,Vegetarian,5,? 320.00," ? 1,600.00 ", ? 243.00 ,? 385.00,A wholesome and delicious Vegetable Korma. The vegetables were so fresh!
O03538,15-01-2025,11:45,C0262,Nikhat Faruqi,R137,Veg Wrap,Sandwiches,3,? 130.00, ? 390.00 , ? 92.00 ,? 114.00,It was an average Veg Wrap.
O03539,15-01-2025,18:45,C0133,Wahaj Ali,R21,Chicken Fried Rice,Rice & Noodles,2,? 240.00, ? 480.00 , ? 182.00 ,? 116.00,A satisfying meal. The Chicken Fried Rice was a good choice.
O03540,15-01-2025,19:30,C0231,Danish Momin,R159,Falafel Wrap,Snacks,1,? 130.00, ? 130.00 , ? 102.00 ,? 28.00,The Falafel Wrap was not what I expected.
O03541,15-01-2025,20:45,C0309,Arman Faruqi,R116,Uttapam,South Indian,5,? 220.00," ? 1,100.00 ", ? 170.00 ,? 250.00,The Uttapam was excellent. Really enjoyed the meal.
O03542,15-01-2025,22:15,C0028,Aakib Faruqi,R63,Prawn Masala,Non-Veg Main,4,? 460.00," ? 1,840.00 ", ? 326.00 ,? 536.00,The meat in the Prawn Masala was a bit tough and chewy.
O03543,15-01-2025,10:30,C0290,Isharat Raes,R112,Non-Veg Thali,Meal Combo,5,? 440.00," ? 2,200.00 ", ? 322.00 ,? 590.00,A satisfying meal. The Non-Veg Thali was a good choice.
O03544,16-01-2025,18:30,C0129,Sher Taimoor,R40,Mutton Biryani,Rice & Noodles,1,? 480.00, ? 480.00 , ? 340.00 ,? 140.00,Great food! The Mutton Biryani was delicious and well-prepared.
O03545,16-01-2025,21:45,C0178,Wahaj Sayyad,R62,Dal Makhani,Vegetarian,2,? 340.00, ? 680.00 , ? 269.00 ,? 142.00,Loved the Dal Makhani! It was a delightful and well-prepared vegetarian meal.
O03546,16-01-2025,14:30,C0007,Aman Taimoor,R158,Cheese Garlic Bread,Breads,3,? 110.00, ? 330.00 , ? 85.00 ,? 75.00,A satisfying meal. The Cheese Garlic Bread was a good choice.
O03547,16-01-2025,21:15,C0166,Nikhat Taimoor,R100,Biryani (Veg),Rice,5,? 320.00," ? 1,600.00 ", ? 251.00 ,? 345.00,The Biryani (Veg) was excellent. Really enjoyed the meal.
O03548,16-01-2025,13:30,C0060,Nikhat Khan,R148,Egg Sandwich,Sandwiches,4,? 110.00, ? 440.00 , ? 80.00 ,? 120.00,A satisfying meal. The Egg Sandwich was a good choice.
O03549,16-01-2025,16:45,C0235,Abdul Rahim Malik,R112,Non-Veg Thali,Meal Combo,5,? 440.00," ? 2,200.00 ", ? 322.00 ,? 590.00,The Non-Veg Thali was excellent. Really enjoyed the meal.
O03550,16-01-2025,19:30,C0195,Aasin Malik,R68,Chicken Manchurian,Starter,4,? 280.00," ? 1,120.00 ", ? 205.00 ,? 300.00,"The Chicken Manchurian was decent, but nothing special."
