,Unnamed: 0,OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
3150,3150,O03151,09-12-2024,22:30,C0196,Arman Taimoor,12,Veggie Burger,Burger,5,? 250.00," ? 1,250.00 ", ? 199.00 ,? 255.00,The Veggie Burger was excellent. Really enjoyed the meal.
3151,3151,O03152,09-12-2024,19:00,C0328,Isharat Khan,28,Caesar Salad,Salad,2,? 280.00, ? 560.00 , ? 210.00 ,? 140.00,It was an average Caesar Salad.
3152,3152,O03153,09-12-2024,16:15,C0077,Shahrukh Momin,40,Idli Sambar,Vegetarian,1,? 160.00, ? 160.00 , ? 119.00 ,? 41.00,The Idli Sambar was bland and needed more seasoning.
3153,3153,O03154,09-12-2024,13:45,C0324,Aasifa Faruqi,30,Shahi Paneer,Vegetarian,1,? 400.00, ? 400.00 , ? 281.00 ,? 119.00,The vegetables in the Shahi Paneer seemed overcooked.
3154,3154,O03155,09-12-2024,12:45,C0315,Imran Shaikh,29,Greek Salad,Salad,4,? 260.00," ? 1,040.00 ", ? 197.00 ,? 252.00,A satisfying meal. The Greek Salad was a good choice.
3155,3155,O03156,09-12-2024,18:00,C0246,Aariz Raes,19,Chicken Hakka Noodles,Rice & Noodles,2,? 260.00, ? 520.00 , ? 193.00 ,? 134.00,The Chicken Hakka Noodles was not what I expected.
3156,3156,O03157,09-12-2024,10:15,C0001,Moh Saad Azam,115,Chicken Kathi Roll,Street Food,5,? 160.00, ? 800.00 , ? 112.00 ,? 240.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
3157,3157,O03158,09-12-2024,22:00,C0281,Abdul Rahim Faruqi,24,Samosa,Starter,1,? 100.00, ? 100.00 , ? 73.00 ,? 27.00,Wasn't very impressed with the Samosa. It lacked flavor.
3158,3158,O03159,09-12-2024,11:45,C0226,Aman Taimoor,102,Chicken Sub,Sandwiches,4,? 180.00, ? 720.00 , ? 137.00 ,? 172.00,The Chicken Sub was excellent. Really enjoyed the meal.
3159,3159,O03160,09-12-2024,17:30,C0256,Arman Faruqi,90,Pani Puri,Snack,3,? 100.00, ? 300.00 , ? 74.00 ,? 78.00,A satisfying meal. The Pani Puri was a good choice.
3160,3160,O03161,10-12-2024,20:00,C0284,Sher Shaikh,65,Schezwan Fried Rice,Rice & Noodles,2,? 220.00, ? 440.00 , ? 160.00 ,? 120.00,The Schezwan Fried Rice was not what I expected.
3161,3161,O03162,10-12-2024,14:30,C0249,Aasiya Mujawar,31,Mutton Rogan Josh,Non-Veg Main,5,? 520.00," ? 2,600.00 ", ? 395.00 ,? 625.00,A truly authentic and flavorful Mutton Rogan Josh. It was very satisfying.
3162,3162,O03163,10-12-2024,20:00,C0201,Sher Sayyad,56,Dal Makhani,Vegetarian,4,? 340.00," ? 1,360.00 ", ? 269.00 ,? 284.00,The Dal Makhani is a great choice for vegetarians. Hearty and full of flavor.
3163,3163,O03164,10-12-2024,20:15,C0020,Rihan Shikalkar,81,Biryani (Veg),Rice,1,? 320.00, ? 320.00 , ? 251.00 ,? 69.00,The Biryani (Veg) could have been better.
3164,3164,O03165,10-12-2024,19:15,C0226,Aman Taimoor,72,Sweet Corn Soup (Chicken),Starter,5,? 180.00, ? 900.00 , ? 129.00 ,? 255.00,Absolutely loved the Sweet Corn Soup (Chicken)! It was the perfect appetizer to get us started.
3165,3165,O03166,10-12-2024,20:15,C0104,Sultan Nadaf,115,Chicken Kathi Roll,Snacks,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,The Chicken Kathi Roll was fine.
3166,3166,O03167,10-12-2024,21:30,C0293,Wahaj Raes,40,Idli Sambar,Vegetarian,1,? 160.00, ? 160.00 , ? 119.00 ,? 41.00,The Idli Sambar was as expected.
3167,3167,O03168,10-12-2024,16:00,C0161,Isharat Momin,73,Veg Clear Soup,Starter,2,? 120.00, ? 240.00 , ? 84.00 ,? 72.00,Absolutely loved the Veg Clear Soup! It was the perfect appetizer to get us started.
3168,3168,O03169,10-12-2024,16:45,C0144,Aasifa Mujawar,34,Rajma Chawal,Vegetarian,1,? 300.00, ? 300.00 , ? 238.00 ,? 62.00,Loved the Rajma Chawal! It was a delightful and well-prepared vegetarian meal.
3169,3169,O03170,10-12-2024,11:00,C0103,Aasiya Faruqi,42,Medu Vada,Vegetarian,4,? 150.00, ? 600.00 , ? 112.00 ,? 152.00,The vegetables in the Medu Vada seemed overcooked.
3170,3170,O03171,10-12-2024,18:00,C0011,Aasiya Ali,112,Paneer Parantha,Breads,3,? 90.00, ? 270.00 , ? 64.00 ,? 78.00,I was not a fan of the Paneer Parantha.
3171,3171,O03172,10-12-2024,21:45,C0277,Shamsher Faruqi,113,Aloo Parantha,Breads,2,? 80.00, ? 160.00 , ? 63.00 ,? 34.00,Great food! The Aloo Parantha was delicious and well-prepared.
3172,3172,O03173,10-12-2024,21:15,C0270,Isharat Malik,46,Kadai Paneer,Vegetarian,3,? 360.00," ? 1,080.00 ", ? 275.00 ,? 255.00,A wholesome and delicious Kadai Paneer. The vegetables were so fresh!
3173,3173,O03174,10-12-2024,22:00,C0265,Aasin Ali,28,Caesar Salad,Salad,1,? 280.00, ? 280.00 , ? 210.00 ,? 70.00,A satisfying meal. The Caesar Salad was a good choice.
3174,3174,O03175,10-12-2024,19:15,C0325,Aakib Momin,105,Paneer Burger,Fast Food,4,? 140.00, ? 560.00 , ? 110.00 ,? 120.00,The Paneer Burger met my expectations.
3175,3175,O03176,11-12-2024,17:30,C0216,Sultan Khan,7,Butter Chicken,Meat Special,4,? 495.00," ? 1,980.00 ", ? 349.00 ,? 584.00,Great food! The Butter Chicken was delicious and well-prepared.
3176,3176,O03177,11-12-2024,14:00,C0138,Wahaj Taimoor,61,Veg Spring Rolls,Starter,5,? 220.00," ? 1,100.00 ", ? 162.00 ,? 290.00,The Veg Spring Rolls was simply delicious and fresh. Highly recommended!
3177,3177,O03178,11-12-2024,20:45,C0024,Aman Momin,111,Egg Sandwich,Sandwiches,5,? 110.00, ? 550.00 , ? 80.00 ,? 150.00,I was not a fan of the Egg Sandwich.
3178,3178,O03179,11-12-2024,15:45,C0142,Abdul Rahim Nadaf,70,Hot & Sour Soup (Chicken),Starter,3,? 200.00, ? 600.00 , ? 159.00 ,? 123.00,"The Hot & Sour Soup (Chicken) was decent, but nothing special."
3179,3179,O03180,11-12-2024,20:00,C0108,Arman Azam,32,Fish Curry,Non-Veg Main,3,? 400.00," ? 1,200.00 ", ? 286.00 ,? 342.00,The Fish Curry was alright. It was cooked well but the flavor was average.
3180,3180,O03181,11-12-2024,11:45,C0297,Wahaj Ali,95,Garlic Naan,Breads,1,? 70.00, ? 70.00 , ? 54.00 ,? 16.00,The Garlic Naan was excellent. Really enjoyed the meal.
3181,3181,O03182,11-12-2024,18:15,C0184,Kaif Sayyad,47,Bhindi Masala,Vegetarian,1,? 240.00, ? 240.00 , ? 175.00 ,? 65.00,The Bhindi Masala was a decent vegetarian option.
3182,3182,O03183,11-12-2024,15:30,C0324,Aasifa Faruqi,107,Paneer Shawarma,Street Food,2,? 150.00, ? 300.00 , ? 111.00 ,? 78.00,The Paneer Shawarma could have been better.
3183,3183,O03184,11-12-2024,11:30,C0126,Aakib Momin,131,Avocado Toast,Breakfast,1,? 150.00, ? 150.00 , ? 111.00 ,? 39.00,The Avocado Toast was not what I expected.
3184,3184,O03185,11-12-2024,19:15,C0120,Ayeza Taimoor,2,Mushroom Soup,Starter,4,? 200.00, ? 800.00 , ? 159.00 ,? 164.00,The Mushroom Soup was simply delicious and fresh. Highly recommended!
3185,3185,O03186,12-12-2024,20:45,C0194,Isharat Momin,124,Grilled Veg Panini,Snacks,1,? 140.00, ? 140.00 , ? 99.00 ,? 41.00,It was an average Grilled Veg Panini.
3186,3186,O03187,12-12-2024,22:15,C0307,Aasiya Mujawar,72,Sweet Corn Soup (Chicken),Starter,4,? 180.00, ? 720.00 , ? 129.00 ,? 204.00,The Sweet Corn Soup (Chicken) was simply delicious and fresh. Highly recommended!
3187,3187,O03188,12-12-2024,14:30,C0203,Isharat Sayyad,86,Non-Veg Thali,Meal Combo,2,? 440.00, ? 880.00 , ? 322.00 ,? 236.00,The Non-Veg Thali was fine.
3188,3188,O03189,12-12-2024,13:15,C0194,Isharat Momin,52,Chicken Tikka Masala,Non-Veg Main,2,? 480.00, ? 960.00 , ? 373.00 ,? 214.00,The Chicken Tikka Masala was cooked to perfection. The spices were spot on!
3189,3189,O03190,12-12-2024,16:15,C0234,Moh Saad Faruqi,65,Schezwan Fried Rice,Rice & Noodles,5,? 220.00," ? 1,100.00 ", ? 160.00 ,? 300.00,A satisfying meal. The Schezwan Fried Rice was a good choice.
3190,3190,O03191,12-12-2024,19:15,C0241,Shamsher Faruqi,56,Dal Makhani,Vegetarian,4,? 340.00," ? 1,360.00 ", ? 269.00 ,? 284.00,The Dal Makhani is a great choice for vegetarians. Hearty and full of flavor.
3191,3191,O03192,12-12-2024,13:30,C0176,Abdul Rahim Shikalkar,20,Veg Fried Rice,Rice & Noodles,2,? 200.00, ? 400.00 , ? 145.00 ,? 110.00,A satisfying meal. The Veg Fried Rice was a good choice.
3192,3192,O03193,12-12-2024,14:45,C0047,Rihan Sayyad,24,Samosa,Starter,2,? 100.00, ? 200.00 , ? 73.00 ,? 54.00,The Samosa was a fantastic start to our meal! Perfectly crispy.
3193,3193,O03194,12-12-2024,10:00,C0067,Sultan Ali,117,Egg Mayo Sandwich,Snacks,1,? 85.00, ? 85.00 , ? 66.00 ,? 19.00,A satisfying meal. The Egg Mayo Sandwich was a good choice.
3194,3194,O03195,12-12-2024,20:45,C0104,Sultan Nadaf,38,Mutton Biryani,Rice Meal,2,? 490.00, ? 980.00 , ? 350.00 ,? 280.00,Great food! The Mutton Biryani was delicious and well-prepared.
3195,3195,O03196,12-12-2024,17:30,C0178,Wahaj Sayyad,89,Misal Pav,Snack,1,? 160.00, ? 160.00 , ? 126.00 ,? 34.00,The Misal Pav was excellent. Really enjoyed the meal.
3196,3196,O03197,12-12-2024,12:00,C0004,Ayeza Ali,98,Paneer Kathi Roll,Street Food,5,? 140.00, ? 700.00 , ? 103.00 ,? 185.00,The Paneer Kathi Roll could have been better.
3197,3197,O03198,12-12-2024,10:15,C0298,Aasin Malik,60,Chicken Manchurian,Starter,3,? 280.00, ? 840.00 , ? 205.00 ,? 225.00,The Chicken Manchurian was a fantastic start to our meal! Perfectly crispy.
3198,3198,O03199,13-12-2024,15:00,C0080,Sher Khan,51,Tandoori Chicken,Non-Veg Main,1,? 460.00, ? 460.00 , ? 366.00 ,? 94.00,A truly authentic and flavorful Tandoori Chicken. It was very satisfying.
3199,3199,O03200,13-12-2024,17:45,C0010,Kaif Azam,6,Grilled Salmon,Ocean Meal,5,? 500.00," ? 2,500.00 ", ? 357.00 ,? 715.00,The Grilled Salmon was not what I expected.
3200,3200,O03201,13-12-2024,17:45,C0271,Aasiya Mujawar,111,Egg Sandwich,Sandwiches,1,? 110.00, ? 110.00 , ? 80.00 ,? 30.00,It was an average Egg Sandwich.
3201,3201,O03202,13-12-2024,19:00,C0236,Aakib Khan,1,Tomato Soup,Starter,5,? 180.00, ? 900.00 , ? 132.00 ,? 240.00,Absolutely loved the Tomato Soup! It was the perfect appetizer to get us started.
3202,3202,O03203,13-12-2024,13:15,C0319,Sultan Raes,118,Tuna Melt Sandwich,Snacks,2,? 140.00, ? 280.00 , ? 100.00 ,? 80.00,The Tuna Melt Sandwich could have been better.
3203,3203,O03204,13-12-2024,22:45,C0278,Sultan Shikalkar,61,Veg Spring Rolls,Starter,2,? 220.00, ? 440.00 , ? 162.00 ,? 116.00,Wasn't very impressed with the Veg Spring Rolls. It lacked flavor.
3204,3204,O03205,13-12-2024,13:45,C0039,Aasifa Shaikh,67,Veg Schezwan Noodles,Rice & Noodles,5,? 240.00," ? 1,200.00 ", ? 171.00 ,? 345.00,The Veg Schezwan Noodles was fine.
3205,3205,O03206,13-12-2024,17:45,C0215,Ayeza Faruqi,84,Seekh Kebab,Starter,1,? 400.00, ? 400.00 , ? 282.00 ,? 118.00,It was an average Seekh Kebab.
3206,3206,O03207,14-12-2024,21:45,C0079,Shahrukh Faruqi,110,Paneer Sandwich,Sandwiches,1,? 120.00, ? 120.00 , ? 84.00 ,? 36.00,A satisfying meal. The Paneer Sandwich was a good choice.
3207,3207,O03208,14-12-2024,10:15,C0013,Aariz Raes,59,Veg Manchurian,Starter,3,? 240.00, ? 720.00 , ? 169.00 ,? 213.00,Absolutely loved the Veg Manchurian! It was the perfect appetizer to get us started.
3208,3208,O03209,14-12-2024,15:45,C0032,Ayeza Mujawar,128,Paneer Tandoori Wrap,Snacks,3,? 120.00, ? 360.00 , ? 94.00 ,? 78.00,It was an average Paneer Tandoori Wrap.
3209,3209,O03210,14-12-2024,20:30,C0329,Wahaj Sayyad,101,Veggie Sub,Sandwiches,5,? 150.00, ? 750.00 , ? 105.00 ,? 225.00,The Veggie Sub was excellent. Really enjoyed the meal.
3210,3210,O03211,14-12-2024,19:15,C0287,Nikhat Shaikh,71,Sweet Corn Soup (Veg),Starter,4,? 140.00, ? 560.00 , ? 108.00 ,? 128.00,The Sweet Corn Soup (Veg) was simply delicious and fresh. Highly recommended!
3211,3211,O03212,14-12-2024,18:30,C0022,Aasiya Ali,80,Tandoori Momos,Starter,5,? 260.00," ? 1,300.00 ", ? 185.00 ,? 375.00,It was an average Tandoori Momos.
3212,3212,O03213,14-12-2024,20:15,C0111,Moh Saad Raes,70,Hot & Sour Soup (Chicken),Starter,2,? 200.00, ? 400.00 , ? 159.00 ,? 82.00,The Hot & Sour Soup (Chicken) was simply delicious and fresh. Highly recommended!
3213,3213,O03214,14-12-2024,12:15,C0081,Ayeza Raes,32,Fish Curry,Non-Veg Main,3,? 400.00," ? 1,200.00 ", ? 286.00 ,? 342.00,The Fish Curry was too spicy for me to handle.
3214,3214,O03215,14-12-2024,20:15,C0228,Isharat Momin,47,Bhindi Masala,Vegetarian,5,? 240.00," ? 1,200.00 ", ? 175.00 ,? 325.00,"It was an okay Bhindi Masala, but I've had better."
3215,3215,O03216,14-12-2024,16:45,C0193,Anis Nadaf,44,Hyderabadi Haleem,Non-Veg Main,3,? 500.00," ? 1,500.00 ", ? 395.00 ,? 315.00,A truly authentic and flavorful Hyderabadi Haleem. It was very satisfying.
3216,3216,O03217,15-12-2024,18:00,C0222,Arman Ali,98,Paneer Kathi Roll,Street Food,1,? 140.00, ? 140.00 , ? 103.00 ,? 37.00,The Paneer Kathi Roll could have been better.
3217,3217,O03218,15-12-2024,16:45,C0099,Aariz Faruqi,74,Chicken Clear Soup,Starter,1,? 160.00, ? 160.00 , ? 125.00 ,? 35.00,"The Chicken Clear Soup was decent, but nothing special."
3218,3218,O03219,15-12-2024,16:15,C0033,Arahan Azam,128,Paneer Tandoori Wrap,Snacks,1,? 120.00, ? 120.00 , ? 94.00 ,? 26.00,I was not a fan of the Paneer Tandoori Wrap.
3219,3219,O03220,15-12-2024,22:00,C0284,Sher Shaikh,42,Medu Vada,Vegetarian,2,? 150.00, ? 300.00 , ? 112.00 ,? 76.00,I found the Medu Vada to be a bit watery.
3220,3220,O03221,15-12-2024,12:15,C0187,Aasin Nadaf,91,Chana Masala,Main Course,4,? 260.00," ? 1,040.00 ", ? 185.00 ,? 300.00,The Chana Masala was excellent. Really enjoyed the meal.
3221,3221,O03222,15-12-2024,22:00,C0322,Aasin Malik,111,Egg Sandwich,Sandwiches,4,? 110.00, ? 440.00 , ? 80.00 ,? 120.00,The Egg Sandwich met my expectations.
3222,3222,O03223,15-12-2024,11:15,C0136,Anis Taimoor,65,Schezwan Fried Rice,Rice & Noodles,3,? 220.00, ? 660.00 , ? 160.00 ,? 180.00,The Schezwan Fried Rice was fine.
3223,3223,O03224,16-12-2024,16:15,C0082,Isharat Nadaf,57,Prawn Masala,Non-Veg Main,1,? 460.00, ? 460.00 , ? 326.00 ,? 134.00,Felt that the Prawn Masala was overpriced for its quality.
3224,3224,O03225,16-12-2024,12:30,C0093,Aakib Raes,111,Egg Sandwich,Sandwiches,5,? 110.00, ? 550.00 , ? 80.00 ,? 150.00,The Egg Sandwich was fine.
3225,3225,O03226,16-12-2024,21:45,C0174,Anis Malik,46,Kadai Paneer,Vegetarian,4,? 360.00," ? 1,440.00 ", ? 275.00 ,? 340.00,The Kadai Paneer is a great choice for vegetarians. Hearty and full of flavor.
3226,3226,O03227,16-12-2024,14:15,C0041,Aakib Shaikh,132,Club Chicken Sandwich,Snacks,3,? 140.00, ? 420.00 , ? 101.00 ,? 117.00,I was not a fan of the Club Chicken Sandwich.
3227,3227,O03228,16-12-2024,17:45,C0153,Nikhat Malik,88,Vada Pav,Snack,4,? 120.00, ? 480.00 , ? 91.00 ,? 116.00,The Vada Pav met my expectations.
3228,3228,O03229,16-12-2024,11:00,C0177,Sultan Ali,57,Prawn Masala,Non-Veg Main,1,? 460.00, ? 460.00 , ? 326.00 ,? 134.00,A truly authentic and flavorful Prawn Masala. It was very satisfying.
3229,3229,O03230,16-12-2024,14:45,C0178,Wahaj Sayyad,25,Spring Rolls,Starter,4,? 220.00, ? 880.00 , ? 164.00 ,? 224.00,Absolutely loved the Spring Rolls! It was the perfect appetizer to get us started.
3230,3230,O03231,16-12-2024,16:00,C0038,Moh Saad Malik,83,Malai Kofta,Main Course,2,? 340.00, ? 680.00 , ? 249.00 ,? 182.00,A satisfying meal. The Malai Kofta was a good choice.
3231,3231,O03232,16-12-2024,14:30,C0173,Aasifa Shaikh,104,Chicken Frankie,Street Food,3,? 150.00, ? 450.00 , ? 112.00 ,? 114.00,Great food! The Chicken Frankie was delicious and well-prepared.
3232,3232,O03233,16-12-2024,17:15,C0198,Danish Faruqi,119,Veg Paneer Wrap,Snacks,3,? 95.00, ? 285.00 , ? 74.00 ,? 63.00,I was not a fan of the Veg Paneer Wrap.
3233,3233,O03234,16-12-2024,15:15,C0097,Isharat Taimoor,52,Chicken Tikka Masala,Non-Veg Main,4,? 480.00," ? 1,920.00 ", ? 373.00 ,? 428.00,The Chicken Tikka Masala was cooked to perfection. The spices were spot on!
3234,3234,O03235,17-12-2024,10:45,C0083,Isharat Mujawar,39,Masala Dosa,Vegetarian,1,? 180.00, ? 180.00 , ? 138.00 ,? 42.00,A wholesome and delicious Masala Dosa. The vegetables were so fresh!
3235,3235,O03236,17-12-2024,10:00,C0246,Aariz Raes,117,Egg Mayo Sandwich,Snacks,3,? 85.00, ? 255.00 , ? 66.00 ,? 57.00,The Egg Mayo Sandwich was not what I expected.
3236,3236,O03237,17-12-2024,10:00,C0002,Dua Khan,114,Veg Frankie Roll,Snacks,3,? 80.00, ? 240.00 , ? 62.00 ,? 54.00,The Veg Frankie Roll could have been better.
3237,3237,O03238,17-12-2024,19:30,C0211,Moh Saad Faruqi,79,Fried Momos (Chicken),Starter,3,? 240.00, ? 720.00 , ? 176.00 ,? 192.00,The Fried Momos (Chicken) was simply delicious and fresh. Highly recommended!
3238,3238,O03239,17-12-2024,20:00,C0270,Isharat Malik,32,Fish Curry,Non-Veg Main,4,? 400.00," ? 1,600.00 ", ? 286.00 ,? 456.00,The Fish Curry was too spicy for me to handle.
3239,3239,O03240,17-12-2024,17:00,C0271,Aasiya Mujawar,48,Baingan Bharta,Vegetarian,5,? 260.00," ? 1,300.00 ", ? 195.00 ,? 325.00,A wholesome and delicious Baingan Bharta. The vegetables were so fresh!
3240,3240,O03241,17-12-2024,21:00,C0061,Shamsher Raes,43,Onion Uttapam,Vegetarian,3,? 160.00, ? 480.00 , ? 112.00 ,? 144.00,A wholesome and delicious Onion Uttapam. The vegetables were so fresh!
3241,3241,O03242,18-12-2024,13:00,C0187,Aasin Nadaf,114,Veg Frankie Roll,Snacks,4,? 80.00, ? 320.00 , ? 62.00 ,? 72.00,Great food! The Veg Frankie Roll was delicious and well-prepared.
3242,3242,O03243,18-12-2024,19:45,C0262,Nikhat Faruqi,11,Margherita Pizza,Pizza,2,? 330.00, ? 660.00 , ? 231.00 ,? 198.00,Great food! The Margherita Pizza was delicious and well-prepared.
3243,3243,O03244,18-12-2024,18:00,C0255,Shamsher Malik,20,Veg Fried Rice,Rice & Noodles,3,? 200.00, ? 600.00 , ? 145.00 ,? 165.00,A satisfying meal. The Veg Fried Rice was a good choice.
3244,3244,O03245,18-12-2024,17:15,C0090,Shahrukh Khan,12,Veggie Burger,Burger,1,? 250.00, ? 250.00 , ? 199.00 ,? 51.00,Great food! The Veggie Burger was delicious and well-prepared.
3245,3245,O03246,19-12-2024,22:00,C0066,Abdul Rahim Mujawar,42,Medu Vada,Vegetarian,4,? 150.00, ? 600.00 , ? 112.00 ,? 152.00,The Medu Vada is a great choice for vegetarians. Hearty and full of flavor.
3246,3246,O03247,19-12-2024,20:45,C0203,Isharat Sayyad,86,Non-Veg Thali,Meal Combo,1,? 440.00, ? 440.00 , ? 322.00 ,? 118.00,The Non-Veg Thali could have been better.
3247,3247,O03248,19-12-2024,18:15,C0164,Aakib Malik,61,Veg Spring Rolls,Starter,3,? 220.00, ? 660.00 , ? 162.00 ,? 174.00,Absolutely loved the Veg Spring Rolls! It was the perfect appetizer to get us started.
3248,3248,O03249,19-12-2024,10:30,C0294,Isharat Sayyad,28,Caesar Salad,Salad,4,? 280.00," ? 1,120.00 ", ? 210.00 ,? 280.00,The Caesar Salad met my expectations.
3249,3249,O03250,19-12-2024,20:45,C0275,Arman Khan,63,Chili Paneer,Starter,1,? 280.00, ? 280.00 , ? 219.00 ,? 61.00,Absolutely loved the Chili Paneer! It was the perfect appetizer to get us started.
3250,3250,O03251,19-12-2024,12:45,C0055,Sultan Momin,38,Mutton Biryani,Rice & Noodles,1,? 480.00, ? 480.00 , ? 340.00 ,? 140.00,A satisfying meal. The Mutton Biryani was a good choice.
3251,3251,O03252,19-12-2024,19:15,C0313,Aakib Shikalkar,95,Garlic Naan,Breads,1,? 70.00, ? 70.00 , ? 54.00 ,? 16.00,A satisfying meal. The Garlic Naan was a good choice.
3252,3252,O03253,19-12-2024,13:45,C0077,Shahrukh Momin,46,Kadai Paneer,Vegetarian,5,? 360.00," ? 1,800.00 ", ? 275.00 ,? 425.00,A wholesome and delicious Kadai Paneer. The vegetables were so fresh!
3253,3253,O03254,19-12-2024,10:30,C0182,Rihan Shaikh,32,Fish Curry,Non-Veg Main,3,? 400.00," ? 1,200.00 ", ? 286.00 ,? 342.00,The Fish Curry was alright. It was cooked well but the flavor was average.
3254,3254,O03255,19-12-2024,17:30,C0122,Aakib Nadaf,46,Kadai Paneer,Vegetarian,1,? 360.00, ? 360.00 , ? 275.00 ,? 85.00,The Kadai Paneer is a great choice for vegetarians. Hearty and full of flavor.
3255,3255,O03256,19-12-2024,20:15,C0222,Arman Ali,48,Baingan Bharta,Vegetarian,2,? 260.00, ? 520.00 , ? 195.00 ,? 130.00,A wholesome and delicious Baingan Bharta. The vegetables were so fresh!
3256,3256,O03257,19-12-2024,19:15,C0223,Anis Sayyad,92,Kadhi Pakora,Main Course,2,? 300.00, ? 600.00 , ? 231.00 ,? 138.00,A satisfying meal. The Kadhi Pakora was a good choice.
3257,3257,O03258,20-12-2024,14:30,C0128,Moh Saad Shikalkar,83,Malai Kofta,Main Course,4,? 340.00," ? 1,360.00 ", ? 249.00 ,? 364.00,It was an average Malai Kofta.
3258,3258,O03259,20-12-2024,12:45,C0192,Danish Faruqi,84,Seekh Kebab,Starter,3,? 400.00," ? 1,200.00 ", ? 282.00 ,? 354.00,The Seekh Kebab was simply delicious and fresh. Highly recommended!
3259,3259,O03260,20-12-2024,10:30,C0096,Imran Mujawar,59,Veg Manchurian,Starter,4,? 240.00, ? 960.00 , ? 169.00 ,? 284.00,Wasn't very impressed with the Veg Manchurian. It lacked flavor.
3260,3260,O03261,20-12-2024,10:15,C0029,Rihan Sayyad,35,Chole Bhature,Vegetarian,3,? 280.00, ? 840.00 , ? 223.00 ,? 171.00,A wholesome and delicious Chole Bhature. The vegetables were so fresh!
3261,3261,O03262,20-12-2024,22:30,C0241,Shamsher Faruqi,81,Biryani (Veg),Rice,4,? 320.00," ? 1,280.00 ", ? 251.00 ,? 276.00,The Biryani (Veg) met my expectations.
3262,3262,O03263,20-12-2024,11:15,C0131,Aasin Ali,24,Samosa,Starter,2,? 100.00, ? 200.00 , ? 73.00 ,? 54.00,The Samosa was a fantastic start to our meal! Perfectly crispy.
3263,3263,O03264,20-12-2024,20:30,C0083,Isharat Mujawar,114,Veg Frankie Roll,Snacks,5,? 80.00, ? 400.00 , ? 62.00 ,? 90.00,The Veg Frankie Roll was excellent. Really enjoyed the meal.
3264,3264,O03265,20-12-2024,10:30,C0049,Aman Khan,13,Gulab Jamun,Dessert,1,? 150.00, ? 150.00 , ? 117.00 ,? 33.00,Great food! The Gulab Jamun was delicious and well-prepared.
3265,3265,O03266,20-12-2024,21:00,C0224,Nikhat Mujawar,69,Hot & Sour Soup (Veg),Starter,4,? 160.00, ? 640.00 , ? 113.00 ,? 188.00,The Hot & Sour Soup (Veg) was a fantastic start to our meal! Perfectly crispy.
3266,3266,O03267,21-12-2024,11:00,C0192,Danish Faruqi,87,Uttapam,South Indian,1,? 220.00, ? 220.00 , ? 170.00 ,? 50.00,A satisfying meal. The Uttapam was a good choice.
3267,3267,O03268,21-12-2024,18:15,C0151,Aasifa Malik,27,Pasta Arrabbiata,Continental,3,? 300.00, ? 900.00 , ? 215.00 ,? 255.00,It was an average Pasta Arrabbiata.
3268,3268,O03269,21-12-2024,21:00,C0043,Aakib Faruqi,81,Biryani (Veg),Rice,1,? 320.00, ? 320.00 , ? 251.00 ,? 69.00,Great food! The Biryani (Veg) was delicious and well-prepared.
3269,3269,O03270,21-12-2024,17:30,C0097,Isharat Taimoor,111,Egg Sandwich,Sandwiches,1,? 110.00, ? 110.00 , ? 80.00 ,? 30.00,The Egg Sandwich was fine.
3270,3270,O03271,21-12-2024,15:15,C0174,Anis Malik,106,Chicken Burger,Fast Food,4,? 160.00, ? 640.00 , ? 115.00 ,? 180.00,A satisfying meal. The Chicken Burger was a good choice.
3271,3271,O03272,21-12-2024,12:30,C0188,Sher Raes,97,Grilled Cheese Sandwich,Sandwiches,4,? 120.00, ? 480.00 , ? 90.00 ,? 120.00,Great food! The Grilled Cheese Sandwich was delicious and well-prepared.
3272,3272,O03273,21-12-2024,18:00,C0087,Moh Saad Mujawar,120,Peri Peri Chicken Wings,Snacks,4,? 180.00, ? 720.00 , ? 135.00 ,? 180.00,A satisfying meal. The Peri Peri Chicken Wings was a good choice.
3273,3273,O03274,21-12-2024,19:45,C0254,Sultan Ali,78,Fried Momos (Veg),Starter,2,? 200.00, ? 400.00 , ? 141.00 ,? 118.00,The Fried Momos (Veg) was cold when it arrived at our table.
3274,3274,O03275,22-12-2024,14:15,C0085,Aasifa Azam,114,Veg Frankie Roll,Snacks,4,? 80.00, ? 320.00 , ? 62.00 ,? 72.00,The Veg Frankie Roll was excellent. Really enjoyed the meal.
3275,3275,O03276,22-12-2024,21:45,C0065,Shamsher Faruqi,94,Butter Naan,Breads,5,? 60.00, ? 300.00 , ? 45.00 ,? 75.00,Great food! The Butter Naan was delicious and well-prepared.
3276,3276,O03277,22-12-2024,22:00,C0282,Nikhat Khan,22,Paneer Tikka,Starter,3,? 280.00, ? 840.00 , ? 199.00 ,? 243.00,"The Paneer Tikka was decent, but nothing special."
3277,3277,O03278,22-12-2024,14:30,C0107,Aasifa Faruqi,43,Onion Uttapam,Vegetarian,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,I found the Onion Uttapam to be a bit watery.
